,Product Title, Category Label,title_len_chars,title_len_words,has_digit,has_upper_acronym,longest_word_len
15229,russell hobbs rhmm701b 17l 700w freestanding manual microwave in black,Microwaves,70,10,1,0,12
15230,russell hobbs rhmm701b compact manual microwave in black,Microwaves,56,8,1,0,9
15231,smeg fmi017x 60cm built in microwave grill for wall unit stainless steel,Microwaves,72,12,1,0,9
15232,smeg integrated microwave oven in stainless steel,Microwaves,49,7,0,0,10
15233,smeg fmi017x microwave oven with electric grill stainless steel,Microwaves,63,9,1,0,9
15234,sharp r764 grill microwave 25 litre 900 w silver,Microwaves,48,9,1,0,9
15235,sharp microwave free standing microwave oven in silver,Microwaves,54,8,0,0,9
15236,900watts microwave oven and grill 25litres silver,Microwaves,49,7,1,0,9
15237,sharp r764slm 900w 25l microwave oven with grill silver,Microwaves,55,9,1,0,9
15238,sharp r764slm 25l 900w freestanding microwave with grill in silver,Microwaves,66,10,1,0,12
15239,hotpoint extraspace free standing microwave oven in black,Microwaves,57,8,0,0,10
15240,hotpoint mwh26321mb 25l 800w extraspace crisp microwave with grill black,Microwaves,72,10,1,0,10
15241,hotpoint mwh26321b/mwh26321b,Microwaves,28,2,1,0,19
15242,hotpoint mwh 26321 mb extra space crisp microwave 800 w 25 liters black,Microwaves,71,13,1,0,9
15243,hotpoint mwh 26321 mb microwave with grill black,Microwaves,48,8,1,0,9
15244,zanussi zbg26642xa built in microwave with grill brushed steel,Microwaves,62,9,1,0,10
15245,zanussi integrated microwave oven in stainless steel,Microwaves,52,7,0,0,10
15246,zanussi zbg26642xa 900w 26l built in microwave with grill stainless steel,Microwaves,73,11,1,0,10
15247,zanussi zbg26642xa built in microwave oven with grill stainless steel,Microwaves,69,10,1,0,10
15248,sharp r664km 20l 800w microwave oven with grill black,Microwaves,53,9,1,0,9
15249,sharp r664km/r664km,Microwaves,19,2,1,0,13
15250,sharp r664km 20l 800w freestanding microwave with grill in black,Microwaves,64,10,1,0,12
15251,sharp r664 compact grill microwave 20 litre 800 w black,Microwaves,55,10,1,0,9
15252,russell hobbs rhem1901s 19l easi flatbed digital 700w solo microwave silver energy class d,Microwaves,90,14,1,0,9
15253,russell hobbs microwaves free standing microwave oven in silver,Microwaves,63,9,0,0,10
15254,russell hobbs rhem1901s easi microwave compact silver flatbed digita,Microwaves,68,9,1,0,9
15255,russell hobbs rhem1901s compact solo microwave silver,Microwaves,53,7,1,0,9
15256,russell hobbs rhem1901s 19l 700w freestanding compact flatbed digital microwave in silver,Microwaves,89,12,1,0,12
15257,russell hobbs microwave rhem1901s,Microwaves,33,4,1,0,9
15258,bosch hmt75m624b built in compact microwave oven white,Microwaves,54,8,1,0,10
15259,bosch hmt75m624b/hmt75m624b,Microwaves,27,2,1,0,21
15260,bosch hmt75m624b built in compact microwave oven white,Microwaves,54,8,1,0,10
15261,baumatic bmc460bgl 44 litre integrated combination microwave oven black,Microwaves,71,9,1,0,11
15262,baumatic bmc460bgl built in combination microwave oven 44litres led black,Microwaves,73,10,1,0,11
15263,baumatic bmc460bgl built in combination microwave black glass,Microwaves,61,8,1,0,11
15264,samsung mg22m8074at/eu built in grill microwave with smart humidity sensor in s/steel,Microwaves,85,12,1,0,14
15265,samsung mg22m8074at/eu built in microwave with grill black stainless steel,Microwaves,74,10,1,0,14
15266,samsung integrated microwave oven in stainless steel,Microwaves,52,7,0,0,10
15267,hotpoint mwh2622mb 25l 800w freestanding microwave with grill in black,Microwaves,70,10,1,0,12
15268,hotpoint ultimate collection mwh 2622 mb microwave,Microwaves,50,7,1,0,10
15269,hotpoint ultimate collection free standing microwave oven in black,Microwaves,66,9,0,0,10
15270,hotpoint mwh 2622 mb/mwh 2622 mb,Microwaves,32,6,1,0,8
15271,hotpoint ultimate mwh 2622 mb microwave with grill black,Microwaves,56,9,1,0,9
15272,hotpoint mwh 2622 mb extra space microwave oven with grill 25l black,Microwaves,68,12,1,0,9
15273,hotpoint ultimate collection 25 litre microwave with grill mwh2622mb black,Microwaves,74,10,1,0,10
15274,russell hobbs rhretmd706r 17l retro digital 700w solo microwave red,Microwaves,67,10,1,0,11
15275,russell hobbs rhretmd706r 17l 700w retro design freestanding digital microwave in red,Microwaves,85,12,1,0,12
15276,russell hobbs rhretmd706r retro 17 litre red digital microwave,Microwaves,62,9,1,0,11
15277,russell hobbs rhretmd706r solo microwave red,Microwaves,44,6,1,0,11
15278,russell hobbs retro compact digital microwave rhretmd706r red,Microwaves,61,8,1,0,11
15279,hotpoint mwh2524b 25l 700w freestanding microwave oven and grill black,Microwaves,70,10,1,0,12
15280,hotpoint gusto mwh2524b 25l 700w combination microwave black,Microwaves,60,8,1,0,11
15281,hotpoint gusto combination 25l microwave black,Microwaves,46,6,1,0,11
15282,hotpoint mwh 2524 b combination microwave black,Microwaves,47,7,1,0,11
15283,smeg sf4140mcn linea 45cm height compact combination multifunction microwave oven black,Microwaves,87,11,1,0,13
15284,smeg microwaves ovens linea sf4140mcn 220 240 v,Microwaves,47,8,1,0,10
15285,smeg sf4140mcn linea black compact multifunction combi microwave oven,Microwaves,69,9,1,0,13
15286,caple cm126 microwave combination oven,Microwaves,38,5,1,0,11
15287,caple cm126 60cm built in combi microwave for tall housing stainless steel,Microwaves,74,12,1,0,9
15288,siemens bf634lgs1 eingebaut 21l 900w schwarz,Microwaves,44,6,1,0,9
15289,siemens iq 700 integrated microwave oven in stainless steel,Microwaves,59,9,1,0,10
15290,siemens kompaktger t bf634lgs1,Microwaves,30,4,1,0,10
15291,siemens einbaumikrowelle edelstahl bf634lgs1,Microwaves,44,4,1,0,16
15292,hotpoint mwh301b 1000w 30l standard microwave oven black,Microwaves,56,8,1,0,9
15293,hotpoint cook 30 free standing microwave oven in black,Microwaves,54,9,1,0,9
15294,hotpoint mwh301b/mwh301b,Microwaves,24,2,1,0,15
15295,hotpoint mwh 301 b solo microwave black,Microwaves,39,7,1,0,9
15296,hotpoint mwh 301 b cook 30 microwave 900 w 30 liters black,Microwaves,58,12,1,0,9
15297,indesit mwi3213ix 750w 22l built in microwave oven stainless steel,Microwaves,66,10,1,0,9
15298,indesit mwi3213ix 750w 22l built in microwave oven stainless steel,Microwaves,66,10,1,0,9
15299,indesit mwi3213ix/mwi3213ix,Microwaves,27,2,1,0,19
15300,sage bmo700bss the quick touch crisp microwave with smart cook menu silver,Microwaves,74,12,1,0,9
15301,sage quick touch crisp free standing microwave oven in stainless steel,Microwaves,70,11,0,0,9
15302,sage bmo700bss quick touch crisp microwave,Microwaves,42,6,1,0,9
15303,sage bmo700bss quick touch crisp microwave,Microwaves,42,6,1,0,9
15304,de dietrich dke7335a dx1 built in microwave for tall housing black,Microwaves,66,11,1,0,9
15305,de dietrich integrated microwave oven in black,Microwaves,46,7,0,0,10
15306,de dietrich dke7220x dx0 built in microwave for tall housing platinum,Microwaves,69,11,1,0,9
15307,de dietrich integrated microwave oven in platinum,Microwaves,49,7,0,0,10
15308,de dietrich dke7220x built in microwave for tall housing platinum,Microwaves,65,10,1,0,9
15309,smeg mp122n linea 21l black glass microwave with grill and side opening door 320mm depth,Microwaves,88,15,1,0,9
15310,smeg mp122n linea 21l black glass microwave with grill and side opening door 320mm depth,Microwaves,88,15,1,0,9
15311,smeg mp122n built in microwave with grill linea black,Microwaves,53,9,1,0,9
15312,sharp r764wm 900w microwave with grill white,Microwaves,44,7,1,0,9
15313,sharp r764 grill microwave 25 litre 900 w white,Microwaves,47,9,1,0,9
15314,sharp r764wm 25l 900w freestanding microwave oven with grill white,Microwaves,66,10,1,0,12
15315,swan retro sm22030on solo microwave orange,Microwaves,42,6,1,0,9
15316,swan sm22030on retro digital microwave 800 w orange,Microwaves,51,8,1,0,9
15317,swan retro free standing microwave oven in orange,Microwaves,49,8,0,0,9
15318,swan 800w digital microwave,Microwaves,27,4,1,0,9
15319,swan standard microwave sm22030on orange,Microwaves,40,5,1,0,9
15320,gorenje bm251s7xg built in microwave oven grill 25l lcd display black,Microwaves,69,11,1,0,9
15321,gorenje bm251s7xg,Microwaves,17,2,1,0,9
15322,gorenje einbau mikrowelle bm 251 s7xg,Microwaves,37,6,1,0,10
15323,gorenje einbau mikrowelle schwarz bm251s7xg,Microwaves,43,5,1,0,10
15324,caple cm120 microwave with grill,Microwaves,32,5,1,0,9
15325,caple cm120 60cm built in microwave grill for wall unit stainless steel,Microwaves,71,12,1,0,9
15326,caple cm123 microwave with grill,Microwaves,32,5,1,0,9
15327,caple cm123 60cm built in microwave grill for tall housing stainless steel,Microwaves,74,12,1,0,9
15328,whirlpool amw848ixl fusion built in microwave in stainless steel,Microwaves,64,9,1,0,9
15329,whirlpool amw848/ixl whirlpool amw 848ixl built in microwave stainless steel,Microwaves,76,10,1,0,10
15330,russell hobbs rhm2076b 20l digital 800w solo microwave black,Microwaves,60,9,1,0,9
15331,russell hobbs rhm2076b 20l digital 800w solo microwave black,Microwaves,60,9,1,0,9
15332,russell hobbs rhm2076b solo microwave black,Microwaves,43,6,1,0,9
15333,russell hobbs rhm2076b 20l 800w freestanding digital microwave black,Microwaves,68,9,1,0,12
15334,swan sm22090copn digital microwave 800w 20l copper,Microwaves,50,7,1,0,11
15335,swan sm22090copn 20l digital microwave copper,Microwaves,45,6,1,0,11
15336,swan sm22090copn 20l 800w freestanding microwave copper,Microwaves,55,7,1,0,12
15337,swan sm40010redn manual solo microwave with 5 power levels 800 watt 20 litre red,Microwaves,80,14,1,0,11
15338,swan free standing microwave oven in red,Microwaves,40,7,0,0,9
15339,swan 800w solo microwave,Microwaves,24,4,1,0,9
15340,morphy richards accents 511502 compact solo microwave red,Microwaves,57,8,1,0,9
15341,morphy richards microwave accents colour collection 511502 20l digital solo microwave red,Microwaves,89,12,1,0,10
15342,20l red microwave 511502,Microwaves,24,4,1,0,9
15343,morphy richards evoke free standing microwave oven in red,Microwaves,57,9,0,0,9
15344,morphy richards evoke red microwave 20l solo 800w 511502,Microwaves,56,9,1,0,9
15345,beko 700w compact 20l black microwave black,Microwaves,43,7,1,0,9
15346,beko 700w 20 litre compact microwave colour black,Microwaves,49,8,1,0,9
15347,beko moc20100b compact solo microwave black,Microwaves,43,6,1,0,9
15348,beko moc20100b 700w 20l freestanding microwave oven black,Microwaves,57,8,1,0,12
15349,beko moc20100b/moc20100b,Microwaves,24,2,1,0,19
15350,beko moc20100b 700w 20l freestanding microwave oven black,Microwaves,57,8,1,0,12
15351,sharp r982stm/r982stm,Microwaves,21,2,1,0,15
15352,sharp r982stm 42l 900w freestanding combination microwave in stainless steel,Microwaves,76,10,1,0,12
15353,sharp microwave free standing microwave oven in silver,Microwaves,54,8,0,0,9
15354,samsung mc28h5135ck/eu combination microwave 28 litre black,Microwaves,59,7,1,0,14
15355,samsung mc28h5135ck combination microwave black,Microwaves,47,5,1,0,11
15356,samsung smart oven free standing microwave oven in black,Microwaves,56,9,0,0,9
15357,samsung mc28h5135ck slim fry combination microwave oven apd,Microwaves,59,8,1,0,11
15358,panasonic 4in1 steam free standing microwave oven in black,Microwaves,58,9,1,0,9
15359,panasonic nn ds596bbpq combination microwave black,Microwaves,50,6,1,0,11
15360,panasonic nn ds596bbpq 4 in 1 steam combination microwave oven 1000 w 27 litre black,Microwaves,84,15,1,0,11
15361,russell hobbs rhfm2001b flatbed microwave 19 litre black,Microwaves,56,8,1,0,9
15363,russell hobbs microwaves free standing microwave oven in black,Microwaves,62,9,0,0,10
15364,russell hobbs rhfm2001b 19 litre black flatbed digital microwave,Microwaves,64,9,1,0,9
15365,russell hobbs rhfm2001b compact solo microwave black,Microwaves,52,7,1,0,9
15366,beko mgc20100s/mgc20100s,Microwaves,24,2,1,0,19
15367,beko mgc20100s grill and microwave 20 litre 700 w silver,Microwaves,56,10,1,0,9
15368,beko free standing microwave oven in silver,Microwaves,43,7,0,0,9
15369,russell hobbs rhfm2001s 19l flatbed digital 700w solo microwave silver,Microwaves,70,10,1,0,9
15370,russell hobbs microwaves free standing microwave oven in silver,Microwaves,63,9,0,0,10
15371,russell hobbs rhfm2001s compact solo microwave silver,Microwaves,53,7,1,0,9
15372,russell hobbs rhfm2001s 19 litre silver flatbed digital microwave,Microwaves,65,9,1,0,9
15373,aeg mbe2658s b fully built in/under 26l standard microwave,Microwaves,58,9,1,0,9
15374,aeg mbe2658s b built in solo microwave black,Microwaves,44,8,1,0,9
15375,aeg integrated microwave oven in black,Microwaves,38,6,0,0,10
15376,swan sm22030rn solo microwave red,Microwaves,33,5,1,0,9
15377,swan sm22030rn retro digital microwave 800 w red,Microwaves,48,8,1,0,9
15378,swan retro free standing microwave oven in red,Microwaves,46,8,0,0,9
15379,swan standard microwave sm22030rn 20l 800w red,Microwaves,46,7,1,0,9
15380,miele m6022sc built in microwave with grill black stainless steel,Microwaves,65,10,1,0,9
15381,miele contourline integrated microwave oven in clean steel,Microwaves,58,8,0,0,11
15382,freestanding microwave oven,Microwaves,27,3,0,0,12
15383,de dietrich dkc7340w dx1 built in combi microwave for tall housing white,Microwaves,72,12,1,0,9
15384,de dietrich integrated single oven in white,Microwaves,43,7,0,0,10
15385,dkc7340w de dietrich 45cm combi oven microwave 40l 1000w white,Microwaves,62,10,1,0,9
15386,samsung integrated microwave oven in stainless steel,Microwaves,52,7,0,0,10
15387,samsung nq50k3130bs/eu built in solo microwave oven with steam cleaning in stainless steel,Microwaves,90,13,1,0,14
15388,samsung nq50k3130bs/eu built in solo microwave stainless steel,Microwaves,62,8,1,0,14
15389,akai a24009 digital solo microwave with 5 power levels 700 w 20 litre metallic red,Microwaves,82,15,1,0,9
15390,akai 700w microwave,Microwaves,19,3,1,0,9
15391,akai a24006r 700w digital microwave red,Microwaves,39,6,1,0,9
15392,hotpoint supremechef free standing microwave oven in stainless steel,Microwaves,68,9,0,0,11
15393,hotpoint mwh338sx/mwh338sx,Microwaves,26,2,1,0,17
15394,hotpoint mwh338sx 900w 33l freestanding combination microwave oven stainless steel,Microwaves,82,10,1,0,12
15395,hotpoint mwh 338 sx supreme chef microwave 900 w 33 liters stainless steel,Microwaves,74,13,1,0,9
15396,hotpoint mwh 27321 b microwave with grill,Microwaves,41,7,1,0,9
15397,hotpoint mwh 27321 b compact microwave with grill black,Microwaves,55,9,1,0,9
15398,hotpoint chefplus free standing microwave oven in black,Microwaves,55,8,0,0,9
15399,hotpoint mwh27321b ultimate collection 27l 700w freestanding microwave black,Microwaves,76,9,1,0,12
15400,hotpoint mwh 2621 mb/mwh 2621 mb,Microwaves,32,6,1,0,8
15401,hotpoint ultimate collection free standing microwave oven in black,Microwaves,66,9,0,0,10
15402,hotpoint mwh 2621 mb solo microwave black,Microwaves,41,7,1,0,9
15403,cda vm130bl 25l 900w integrated built in microwave oven in black,Microwaves,64,11,1,0,10
15404,cda vm130bl 25l built in standard microwave black,Microwaves,49,8,1,0,9
15405,cda vm130bl 25l built in standard microwave black,Microwaves,49,8,1,0,9
15406,smeg linea sf4140mcb compact combinations,Microwaves,41,5,1,0,12
15407,smeg microwaves ovens linea sf4140mcb 220 240 v,Microwaves,47,8,1,0,10
15408,smeg sf4140mcb linea white compact multifunction combi microwave oven,Microwaves,69,9,1,0,13
15409,neff n70 integrated microwave oven in stainless steel,Microwaves,53,8,1,0,10
15410,neff mikrowellenger t einbau in einen oberschrank hochschrank cwr1701n,Microwaves,70,9,1,0,14
15411,neff einbaumikrowelle edelstahl cgr 1701 n c17gr01n0,Microwaves,52,7,1,0,16
15412,candy integrated microwave oven in stainless steel,Microwaves,50,7,0,0,10
15413,de dietrich integrated microwave oven in platinum,Microwaves,49,7,0,0,10
15414,de dietrich dmg7129x built in microwave grill for wall unit platinum,Microwaves,68,11,1,0,9
15415,de dietrich dmg7129x built in microwave oven black,Microwaves,50,8,1,0,9
15416,whirlpool amw850ixl built in microwave stainless steel,Microwaves,54,7,1,0,9
15417,whirlpool amw850ixl built in microwave stainless steel,Microwaves,54,7,1,0,9
15418,samsung ms22m8074at 22l built in standard microwave stainless steel,Microwaves,67,9,1,0,11
15419,samsung ms22m8074at 22l built in standard microwave stainless steel,Microwaves,67,9,1,0,11
15420,samsung ms22m8074at 22l built in standard microwave stainless steel,Microwaves,67,9,1,0,11
15421,samsung ms22m8074at,Microwaves,19,2,1,0,11
15422,swan sm22130gn solo microwave green,Microwaves,35,5,1,0,9
15423,swan sm22130gnretro manual microwave 20 litre 800 w green,Microwaves,57,9,1,0,14
15424,swan 800w manual microwave,Microwaves,26,4,1,0,9
15425,sharp r374slm 25l 900w freestanding microwave oven silver,Microwaves,57,8,1,0,12
15426,900watts microwave oven 25litre 11 power levels silver,Microwaves,54,8,1,0,9
15427,sharp microwave r374slm 25l 900w silver,Microwaves,39,6,1,0,9
15428,hotpoint hd line mwh 2421 mb microwave black,Microwaves,44,8,1,0,9
15429,750watts solo microwave 24litres 6 power levels black,Microwaves,53,8,1,0,9
15430,hotpoint mwh2421 mb hd line 24l 700w microwave oven black,Microwaves,57,10,1,0,9
15431,hotpoint mwh2421mb 24l 750w freestanding microwave in black,Microwaves,59,8,1,0,12
15432,hotpoint mwh2421mb 24l 750w freestanding microwave in black,Microwaves,59,8,1,0,12
15433,gorenje mmo20dgeii,Microwaves,18,2,1,0,10
15434,gorenje mmo20dgeii standmikrowelle grill 535117,Microwaves,47,5,1,0,15
15435,gorenje mmo 20 dge ii,Microwaves,21,5,1,0,7
15436,gorenje stand mikrowelle mmo 20 dge ii,Microwaves,38,7,1,0,10
15437,samsung prezio integrated single oven in black glass,Microwaves,52,8,0,0,10
15438,samsung nq50h5537kb 50l combi compact microwave oven,Microwaves,52,7,1,0,11
15439,severin mw 7873 microwave 900 w,Microwaves,31,6,1,0,9
15440,severin mw 7873 ws sw mikrowelle 28 liter 900 watt,Microwaves,50,10,1,0,10
15441,severin mw7873 mikrowelle wei 28l 900w mw7873,Microwaves,45,7,1,0,10
15442,mikrowelle mw 7873 230v/900w,Microwaves,28,4,1,0,10
15443,bosch hmt84m624b white built in microwave,Microwaves,41,6,1,0,10
15444,bosch serie 6 built in microwave white hmt84m624b,Microwaves,49,8,1,0,10
15445,bosch bfl553ms0b series 4 900w built in microwave 25l brushed steel,Microwaves,67,11,1,0,10
15446,bosch hmt84m654b built in compact microwave oven brushed steel,Microwaves,62,9,1,0,10
15447,smeg sf4120m built in microwave oven,Microwaves,36,6,1,0,9
15448,smeg sf4120m linea stainless steel compact microwave oven with grill,Microwaves,68,10,1,0,9
15449,russell hobbs rhm2362b 23l digital 800w solo microwave black,Microwaves,60,9,1,0,9
15450,russell hobbs rhm2362b g 23 litre black digital microwave,Microwaves,57,9,1,0,9
15451,russell hobbs rhm2362b solo microwave black,Microwaves,43,6,1,0,9
15452,russell hobbs rhm2362b g 23l 800w freestanding digital microwave in black,Microwaves,73,11,1,0,12
15453,akai a24006c digital microwave cream 700w,Microwaves,41,6,1,0,9
15454,akai a24006c digital solo microwave with 5 power levels 700 w 20 litre cream,Microwaves,76,14,1,0,9
15455,akai 700w digital microwave,Microwaves,27,4,1,0,9
15456,bosch hmt75g654b built in compact microwave oven brushed steel,Microwaves,62,9,1,0,10
15457,bosch hmt75g654b built in compact microwave oven brushed steel,Microwaves,62,9,1,0,10
15458,daewoo kor6l77. case design countertop product type solo microwave,Microwaves,66,9,1,0,10
15459,daewoo kor6l77 20 litre 700w manual microwave white,Microwaves,51,8,1,0,9
15460,daewoo kor6l77 20 litre 700 watt microwave oven,Microwaves,47,8,1,0,9
15461,igenix ig2095 20 litre 800w digital microwave white,Microwaves,51,8,1,0,9
15462,microwave oven 800w white ig2095,Microwaves,32,5,1,0,9
15463,igenix ig2095 solo digital microwave 5 power levels and defrost function 95 minute programmable timer 800 w 20 litre white,Microwaves,122,20,1,0,12
15464,akai a24002 manual solo microwave with 6 power levels 800 w 20 litre silver,Microwaves,75,14,1,0,9
15465,akai 800w manual microwave,Microwaves,26,4,1,0,9
15466,akai solo microwave a24002 20l black,Microwaves,36,6,1,0,9
15467,smeg mp122 linea 21 l side opening built in microwave with grill silver glass,Microwaves,77,14,1,0,9
15468,smeg mp122 microwave with grill linea built in silver glass 32cm depth,Microwaves,70,12,1,0,9
15469,smeg mp122 silver glass microwave oven,Microwaves,38,6,1,0,9
15470,russell hobbs rhm2362s 23l digital 800w solo microwave silver,Microwaves,61,9,1,0,9
15471,russell hobbs rhm2362s 23l 800w freestanding digital microwave in silver,Microwaves,72,10,1,0,12
15472,russell hobbs rhm2362s solo microwave silver,Microwaves,44,6,1,0,9
15473,russell hobbs rhm3002 30l digital combination microwave with grill convection 900w stainless steel,Microwaves,98,13,1,0,11
15474,russell hobbs rhm3002 30l 900w freestanding digital combination microwave in stainless steel,Microwaves,92,12,1,0,12
15475,russell hobbs rhm3002 russell hobbs 30 litre stainless steel digital c,Microwaves,70,11,1,0,9
15476,candy mic20gdfx built in compact microwave with grill stainless steel,Microwaves,69,10,1,0,9
15477,candy mic20gdfn,Microwaves,15,2,1,0,9
15478,candy mic20gdfx microwave with grill built in 20 litre stainless steel,Microwaves,70,11,1,0,9
15479,candy mic20gdfn,Microwaves,15,2,1,0,9
15480,bosch hmt75g451 arbeitsfl che 17l 800w silber,Microwaves,45,7,1,0,9
15481,bosch hmt 75 g 451,Microwaves,18,5,1,0,5
15482,bosch hmt75g451b microwave grill 800w 0.6cuft led brushed steel,Microwaves,63,9,1,0,10
15483,bosch hmt75g451 mikrowelle mit grill edelstahl hmt75g451,Microwaves,56,7,1,0,10
15484,bosch mikrowelle hmt75g451,Microwaves,26,3,1,0,10
15485,mikrowellenger t mit grill hmt 75g451,Microwaves,37,6,1,0,14
15486,neff h53w50n3gb built in microwave 800w 17litre led stainless steel,Microwaves,67,10,1,0,10
15487,neff h53w50n3gb microwave oven,Microwaves,30,4,1,0,10
15488,neff einbau mikrowelle hw 5350 n h53w50n3,Microwaves,41,7,1,0,10
15489,neff hw 5350 n einbau mikrowelle,Microwaves,32,6,1,0,10
15490,siemens einbaumikro hf15m552,Microwaves,28,3,1,0,11
15491,siemens hf15m552 einbau mikrowelle fr oberschrank 50cm hf 15m552,Microwaves,64,9,1,0,11
15492,siemens hf15m552 mikrowelle 17 l 800 w edelstahl,Microwaves,48,8,1,0,10
15493,angebot siemens hf15m552 einbau mikrowelle,Microwaves,42,5,1,0,10
15494,siemens mikrowelle hf15m552,Microwaves,27,3,1,0,10
15495,einbaumikrowellenger t hf 15m552,Microwaves,32,4,1,0,20
15496,siemens hf12m540 arbeitsfl che 17l 800w,Microwaves,39,6,1,0,9
15497,siemens hf12m540,Microwaves,16,2,1,0,8
15498,siemens hf 12m540 hf 12m540,Microwaves,27,5,1,0,7
15499,siemens mikrowelle hf12m540,Microwaves,27,3,1,0,10
15500,mikrowellenger t hf 12m540,Microwaves,26,4,1,0,14
15501,russell hobbs microwaves free standing microwave oven in black,Microwaves,62,9,0,0,10
15502,russell hobbs rhem2301b 23l 800w freestanding flatbed microwave black,Microwaves,69,9,1,0,12
15503,russell hobbs rhem2301b easi microwave family black flatbed digital,Microwaves,67,9,1,0,9
15504,russell hobbs rhem2301b solo microwave black,Microwaves,44,6,1,0,9
15505,russell hobbs rhem2301b 23l easi flatbed digital 800w solo microwave black energy class e,Microwaves,89,14,1,0,9
15506,panasonic nnct555wbpq 1000w white 27l 3 in 1 combination microwave oven with grill white,Microwaves,88,14,1,0,11
15507,panasonic nn ct555wbpq white microwave oven and,Microwaves,47,7,1,0,9
15508,panasonic nn ct555wbpq combination microwave 27 l 1000 w white,Microwaves,62,10,1,0,11
15509,russell hobbs rhem2301s 23l easi flatbed digital 800w solo microwave silver,Microwaves,75,11,1,0,9
15510,russell hobbs microwaves free standing microwave oven in silver,Microwaves,63,9,0,0,10
15511,russell hobbs rhem2301s 23l 800w freestanding flatbed microwave in silver,Microwaves,73,10,1,0,12
15512,russell hobbs easi rhem2301s solo microwave silver,Microwaves,50,7,1,0,9
15513,sharp r959slmaa combination microwave 40 litre 900 watt silver,Microwaves,62,9,1,0,11
15514,sharp r959slmaa/r959slmaa,Microwaves,25,2,1,0,19
15515,sharp r959slmaa 40l 900w freestanding touch control combi microwave in silver,Microwaves,77,11,1,0,12
15516,sharp combination microwave r959slmaa silver,Microwaves,44,5,1,0,11
15517,panasonic nn df386bbpq 3in1 combination microwave oven with grill,Microwaves,65,9,1,0,11
15518,panasonic nn df386bbpq combination microwave black,Microwaves,50,6,1,0,11
15519,panasonic nn df386bbpq 23l combination inverter microwave black,Microwaves,63,8,1,0,11
15520,swan standard microwave sm3080n chrome,Microwaves,38,5,1,0,9
15521,swan 800w digital microwave,Microwaves,27,4,1,0,9
15522,swan silver digital microwave 800w,Microwaves,34,5,1,0,9
15523,swan sm40010blkn solo microwave black,Microwaves,37,5,1,0,11
15524,swan sm40010blkn solo micro wave 800 w black,Microwaves,44,8,1,0,11
15525,swan free standing microwave oven in black,Microwaves,42,7,0,0,9
15526,beko free standing microwave oven in stainless steel,Microwaves,52,8,0,0,9
15527,beko mof20110x solo microwave with digital programmer 20 litre 800 w stainless steel 20 liters,Microwaves,94,15,1,0,10
15528,beko mof20110x compact solo microwave stainless steel,Microwaves,53,7,1,0,9
15529,beko steel touch control microwave 800w 20l,Microwaves,43,7,1,0,9
15530,beko steel touch control microwave 800w 20l,Microwaves,43,7,1,0,9
15531,smeg mp122b 60cm microwave oven with electric grill white,Microwaves,57,9,1,0,9
15532,smeg linea mp122b built in microwave oven grill white,Microwaves,53,9,1,0,9
15533,samsung hotblast free standing microwave oven in black,Microwaves,54,8,0,0,9
15534,samsung mc32k7055ct/eu freestanding combination microwave oven,Microwaves,62,6,1,0,14
15535,samsung mc32k7055ck,Microwaves,19,2,1,0,11
15536,smeg cortina integrated microwave oven in cream brass,Microwaves,53,8,0,0,10
15537,samsung combination microwave mc28h5013ak combination touch microwave combination microwave black,Microwaves,97,10,1,0,11
15538,samsung mc28h5013ak/eu combination microwave black,Microwaves,50,5,1,0,14
15539,samsung combination mircowave 28 litre 1400 watt black,Microwaves,54,8,1,0,11
15540,panasonic compact microwave oven 800w black,Microwaves,43,6,1,0,9
15541,panasonic nn e281bmbpq microwave,Microwaves,32,4,1,0,9
15542,panasonic nne281bmbpq microwave 800w,Microwaves,36,4,1,0,11
15543,hotpoint mwh1331b/mwh1331b,Microwaves,26,2,1,0,17
15544,hotpoint curve mwh 1331 b microwave black,Microwaves,41,7,1,0,9
15545,hotpoint curve free standing microwave oven in black,Microwaves,52,8,0,0,9
15546,hotpoint mwh 1331 b solo microwave black,Microwaves,40,7,1,0,9
15547,hotpoint mwh 1331 b curve solo microwave with touch control 13 litre 700 w black,Microwaves,80,15,1,0,9
15548,hotpoint mwh2031ms0 20l 700w freestanding microwave in silver,Microwaves,61,8,1,0,12
15549,hotpoint myline mwh 2031 solo microwave silver,Microwaves,46,7,1,0,9
15550,700watts microwave 20litres touch control silver,Microwaves,48,6,1,0,9
15551,hotpoint mwh 2031 ms0 easy compact solo microwave with touch control 20 litre silver,Microwaves,84,14,1,0,9
15552,russell hobbs rhm3003 30l digital 900w combination microwave white,Microwaves,66,9,1,0,11
15553,russell hobbs rhm3003 30l 900w freestanding digital microwave in white,Microwaves,70,10,1,0,12
15554,russell hobbs rhm3003 combination microwave white,Microwaves,49,6,1,0,11
15555,sharp r344slm/r344slm,Microwaves,21,2,1,0,15
15556,sharp r344slm 25l 900w digital microwave silver,Microwaves,47,7,1,0,9
15557,sharp r344slm 25l 900w freestanding microwave in silver,Microwaves,55,8,1,0,12
15558,sharp r344slm 25l 900w digital microwave silver,Microwaves,47,7,1,0,9
15559,sharp r764km/r764km,Microwaves,19,2,1,0,13
15560,sharp r764 grill microwave 25 litre 900 w black,Microwaves,47,9,1,0,9
15561,sharp r764km 900w microwave with grill black,Microwaves,44,7,1,0,9
